DATE,GAME_ID,SEASON,TEAM,TEAM_LVL,PLAYER_ID,START_POSITION,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
2021-10-04,12100008,2021,Golden State,중위팀,203490,0,17.8,5,9,0.556,4,7,0.571,5,6,0.833,1,3.0,4,1,2,0,0,1,19,-3
2021-10-04,12100008,2021,Golden State,중위팀,2738,0,14.233333333333333,1,4,0.25,0,3,0.0,0,0,0.0,0,6.0,6,0,0,0,1,2,2,5
2021-10-04,12100008,2021,Golden State,중위팀,202340,0,15.2,3,9,0.333,1,6,0.167,0,0,0.0,0,0.0,0,0,3,0,0,0,7,3
2021-10-04,12100008,2021,Golden State,중위팀,202357,0,18.4,2,5,0.4,2,3,0.667,0,0,0.0,1,3.0,4,6,0,1,0,0,6,4
2021-10-04,12100008,2021,Portland,중위팀,203994,C,22.566666666666666,5,8,0.625,2,4,0.5,3,4,0.75,2,8.0,10,4,1,0,5,2,15,-12
2021-10-04,12100008,2021,Golden State,중위팀,201939,G,19.55,4,10,0.4,3,8,0.375,2,2,1.0,0,5.0,5,5,3,0,3,0,13,4
2021-10-04,12100008,2021,Golden State,중위팀,1629673,G,22.316666666666666,10,17,0.588,7,13,0.538,3,3,1.0,0,5.0,5,5,1,2,0,1,30,21
2021-10-04,12100007,2021,San Antonio,중위팀,1629022,0,19.966666666666665,1,7,0.143,1,4,0.25,0,0,0.0,0,3.0,3,1,0,0,1,1,3,18
2021-10-04,12100007,2021,San Antonio,중위팀,1627854,0,17.25,4,8,0.5,2,4,0.5,1,2,0.5,0,1.0,1,2,0,0,0,2,11,10
2021-10-04,12100007,2021,San Antonio,중위팀,1630170,0,20.0,3,7,0.429,1,3,0.333,2,2,1.0,0,8.0,8,0,0,1,3,1,9,18
2021-10-04,12100007,2021,San Antonio,중위팀,1629111,0,15.25,3,6,0.5,2,4,0.5,0,0,0.0,0,6.0,6,3,0,0,5,0,8,5
2021-10-04,12100007,2021,San Antonio,중위팀,1630563,0,17.666666666666668,7,8,0.875,3,4,0.75,0,0,0.0,0,0.0,0,1,0,1,2,3,17,6
2021-10-04,12100007,2021,San Antonio,중위팀,1629234,0,15.433333333333334,3,3,1.0,1,1,1.0,2,2,1.0,2,5.0,7,4,0,0,1,2,9,15
2021-10-04,12100007,2021,San Antonio,중위팀,1630580,0,9.65,0,2,0.0,0,1,0.0,0,0,0.0,0,0.0,0,2,0,0,1,0,0,2
2021-10-04,12100008,2021,Golden State,중위팀,1626172,C,14.5,1,2,0.5,0,0,0.0,0,0,0.0,1,4.0,5,2,2,0,0,1,2,16
2021-10-04,12100007,2021,San Antonio,중위팀,1628966,0,12.0,1,2,0.5,0,0,0.0,0,2,0.0,1,5.0,6,0,0,1,1,2,2,0
2021-10-04,12100007,2021,San Antonio,중위팀,1627749,G,21.333333333333332,6,12,0.5,0,3,0.0,5,5,1.0,0,3.0,3,3,1,0,1,1,17,12
2021-10-04,12100008,2021,Golden State,중위팀,203952,F,15.966666666666667,5,10,0.5,2,5,0.4,1,2,0.5,0,1.0,1,2,1,0,0,0,13,4
2021-10-04,12100007,2021,San Antonio,중위팀,1629677,0,9.65,2,3,0.667,1,1,1.0,1,2,0.5,1,2.0,3,0,0,0,1,1,6,2
2021-10-04,12100008,2021,Golden State,중위팀,203110,F,14.05,3,4,0.75,1,2,0.5,0,0,0.0,1,1.0,2,0,0,0,2,2,7,1
2021-10-05,12100011,2021,New York,중위팀,1628995,0,4.066666666666666,2,4,0.5,0,2,0.0,0,0,0.0,0,2.0,2,0,0,0,0,0,4,1
2021-10-05,12100012,2021,Cleveland,하위팀,1630205,0,12.716666666666667,3,7,0.429,0,1,0.0,1,3,0.333,1,6.0,7,0,0,1,0,1,7,3
2021-10-05,12100011,2021,New York,중위팀,1630603,0,2.283333333333333,1,1,1.0,0,0,0.0,0,0,0.0,0,1.0,1,0,0,0,0,0,2,0
2021-10-05,12100012,2021,Cleveland,하위팀,1630171,F,21.866666666666667,1,3,0.333,0,1,0.0,0,2,0.0,0,2.0,2,2,0,1,1,2,2,-21
2021-10-05,12100012,2021,Cleveland,하위팀,1630596,F,21.883333333333333,3,7,0.429,0,0,0.0,4,4,1.0,1,7.0,8,0,1,2,1,2,10,-23
2021-10-05,12100012,2021,Cleveland,하위팀,1629012,G,23.683333333333334,3,9,0.333,2,3,0.667,6,8,0.75,0,1.0,1,1,2,0,5,0,14,-21
2021-10-05,12100012,2021,Cleveland,하위팀,1629636,G,28.0,3,7,0.429,1,5,0.2,1,2,0.5,0,1.0,1,3,0,0,2,0,8,-38
2021-10-05,12100012,2021,Cleveland,하위팀,1628374,0,15.95,4,10,0.4,1,3,0.333,4,4,1.0,1,3.0,4,0,1,0,1,1,13,-20
2021-10-05,12100012,2021,Cleveland,하위팀,201937,0,20.083333333333332,3,10,0.3,1,6,0.167,3,4,0.75,1,4.0,5,6,0,0,3,2,10,-33
2021-10-05,12100012,2021,Cleveland,하위팀,201567,0,10.7,2,2,1.0,2,2,1.0,0,0,0.0,0,1.0,1,1,0,1,0,0,6,-8
2021-10-05,12100012,2021,Cleveland,하위팀,1626224,0,17.25,2,5,0.4,1,4,0.25,0,0,0.0,0,0.0,0,1,1,0,2,3,5,-11
2021-10-05,12100012,2021,Cleveland,하위팀,1628386,C,22.6,2,7,0.286,0,0,0.0,4,4,1.0,3,7.0,10,1,0,0,1,0,8,-29
2021-10-05,12100012,2021,Chicago,중위팀,202696,C,23.7,5,13,0.385,0,5,0.0,0,0,0.0,1,8.0,9,4,1,1,0,1,10,45
2021-10-05,12100012,2021,Cleveland,하위팀,1629731,0,12.0,1,3,0.333,1,3,0.333,0,2,0.0,2,4.0,6,2,0,1,3,1,3,5
2021-10-05,12100012,2021,Cleveland,하위팀,1629685,0,12.0,1,4,0.25,0,2,0.0,0,0,0.0,1,2.0,3,1,0,1,1,0,2,5
2021-10-05,12100012,2021,Cleveland,하위팀,1627756,0,9.266666666666667,1,1,1.0,0,0,0.0,2,2,1.0,0,3.0,3,0,1,0,0,1,4,6
2021-10-05,12100012,2021,Chicago,중위팀,1629750,F,17.333333333333332,6,9,0.667,1,1,1.0,0,0,0.0,4,4.0,8,0,2,4,0,2,13,30
2021-10-05,12100012,2021,Chicago,중위팀,201942,F,25.466666666666665,5,14,0.357,0,1,0.0,3,4,0.75,0,4.0,4,4,0,2,1,1,13,38
2021-10-05,12100012,2021,Chicago,중위팀,203897,G,24.216666666666665,9,14,0.643,4,6,0.667,3,3,1.0,0,3.0,3,3,3,0,1,1,25,45
2021-10-05,12100012,2021,Chicago,중위팀,1628366,G,25.883333333333333,3,8,0.375,2,5,0.4,0,2,0.0,1,4.0,5,5,3,2,1,1,8,39
2021-10-05,12100012,2021,Chicago,중위팀,1628972,0,13.933333333333334,5,10,0.5,3,7,0.429,0,0,0.0,1,0.0,1,2,0,0,0,2,13,1
2021-10-05,12100012,2021,Chicago,중위팀,1627936,0,20.216666666666665,4,6,0.667,2,3,0.667,0,0,0.0,0,2.0,2,10,1,0,0,3,10,13
2021-10-05,12100012,2021,Chicago,중위팀,1629744,0,16.366666666666667,3,7,0.429,2,5,0.4,3,3,1.0,0,0.0,0,2,0,0,0,4,11,2
2021-10-05,12100012,2021,Chicago,중위팀,1628993,0,16.55,3,4,0.75,0,0,0.0,2,2,1.0,4,7.0,11,3,1,0,2,2,8,0
2021-10-05,12100011,2021,New York,중위팀,1629656,0,4.333333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,2,0,1
2021-10-05,12100012,2021,Cleveland,하위팀,1630698,0,12.0,1,9,0.111,1,3,0.333,0,0,0.0,0,0.0,0,3,0,1,0,2,3,5
2021-10-05,12100011,2021,New York,중위팀,1630540,0,5.616666666666667,0,2,0.0,0,2,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,-1
2021-10-05,12100011,2021,Indiana,중위팀,1629103,0,15.166666666666666,2,6,0.333,1,3,0.333,1,2,0.5,0,2.0,2,2,0,0,0,1,6,4
2021-10-05,12100011,2021,New York,중위팀,1630167,0,14.133333333333333,4,10,0.4,0,2,0.0,2,2,1.0,1,4.0,5,0,0,0,1,1,10,3
2021-10-05,12100012,2021,Chicago,중위팀,1630245,0,13.15,4,9,0.444,0,0,0.0,0,0,0.0,2,0.0,2,1,2,1,2,2,8,-6
2021-10-05,12100011,2021,Indiana,중위팀,203087,F,16.483333333333334,2,7,0.286,1,4,0.25,2,2,1.0,1,8.0,9,2,0,1,0,3,7,-9
2021-10-05,12100011,2021,Indiana,중위팀,1627734,F,20.466666666666665,2,5,0.4,0,2,0.0,2,3,0.667,2,6.0,8,3,0,1,1,1,6,-10
2021-10-05,12100011,2021,Indiana,중위팀,1626167,C,17.8,4,7,0.571,0,3,0.0,2,2,1.0,0,4.0,4,2,0,1,2,2,10,-8
2021-10-05,12100011,2021,Indiana,중위팀,1627763,G,17.8,2,9,0.222,1,4,0.25,0,0,0.0,1,1.0,2,4,0,0,4,1,5,-8
2021-10-05,12100011,2021,Indiana,중위팀,203200,G,17.8,5,7,0.714,3,3,1.0,0,0,0.0,0,1.0,1,0,0,0,1,1,13,-8
2021-10-05,12100011,2021,Indiana,중위팀,1630537,0,19.516666666666666,5,11,0.455,2,6,0.333,3,3,1.0,1,1.0,2,5,0,1,2,0,15,-12
2021-10-05,12100011,2021,Indiana,중위팀,1628470,0,18.2,1,4,0.25,1,4,0.25,2,2,1.0,0,4.0,4,2,0,0,0,0,5,-13
2021-10-05,12100011,2021,Indiana,중위팀,1630543,0,12.85,2,2,1.0,0,0,0.0,0,0,0.0,2,2.0,4,0,0,0,1,3,4,-15
2021-10-05,12100011,2021,Indiana,중위팀,204456,0,18.2,4,9,0.444,2,3,0.667,0,0,0.0,1,3.0,4,1,1,1,1,0,10,-13
2021-10-05,12100011,2021,Indiana,중위팀,1629052,0,16.3,3,9,0.333,2,6,0.333,0,0,0.0,0,2.0,2,0,0,1,0,5,8,-11
2021-10-05,12100011,2021,Indiana,중위팀,1629048,0,11.733333333333333,1,4,0.25,1,3,0.333,0,0,0.0,0,2.0,2,0,0,2,1,2,3,1
2021-10-05,12100011,2021,Indiana,중위팀,1626208,0,12.0,2,4,0.5,1,3,0.333,0,0,0.0,0,0.0,0,2,0,0,1,2,5,0
2021-10-05,12100011,2021,Indiana,중위팀,1630613,0,6.383333333333334,1,3,0.333,0,0,0.0,0,0,0.0,0,3.0,3,1,0,0,0,0,2,-1
2021-10-05,12100011,2021,Indiana,중위팀,1630207,0,8.066666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,4.0,4,1,0,0,2,1,0,-4
2021-10-05,12100011,2021,Indiana,중위팀,1630678,0,5.616666666666667,2,3,0.667,0,0,0.0,0,0,0.0,2,0.0,2,0,0,0,0,0,4,1
2021-10-05,12100011,2021,Indiana,중위팀,1630610,0,5.616666666666667,0,2,0.0,0,0,0.0,1,2,0.5,1,0.0,1,1,0,0,0,0,1,1
2021-10-05,12100011,2021,New York,중위팀,1629628,F,25.45,7,14,0.5,3,6,0.5,0,0,0.0,0,3.0,3,2,1,0,0,2,17,20
2021-10-05,12100011,2021,New York,중위팀,203944,F,29.8,7,14,0.5,2,5,0.4,4,5,0.8,1,8.0,9,2,2,1,0,1,20,17
2021-10-05,12100011,2021,New York,중위팀,201959,C,21.1,6,9,0.667,1,2,0.5,1,1,1.0,1,5.0,6,3,1,1,0,3,14,22
2021-10-05,12100011,2021,New York,중위팀,203095,G,26.566666666666666,3,8,0.375,1,4,0.25,5,6,0.833,0,4.0,4,1,0,0,1,1,12,19
2021-10-05,12100011,2021,New York,중위팀,202689,G,21.133333333333333,5,10,0.5,2,5,0.4,0,0,0.0,0,3.0,3,4,0,0,0,0,12,12
2021-10-05,12100011,2021,New York,중위팀,201565,0,21.25,2,10,0.2,0,2,0.0,4,4,1.0,1,3.0,4,3,1,0,0,0,8,10
2021-10-05,12100011,2021,New York,중위팀,202692,0,18.216666666666665,2,3,0.667,2,3,0.667,2,2,1.0,0,0.0,0,2,1,0,0,2,8,0
2021-10-05,12100011,2021,New York,중위팀,1630579,0,24.616666666666667,3,4,0.75,0,0,0.0,2,2,1.0,3,3.0,6,2,0,0,1,2,8,-1
2021-10-05,12100011,2021,New York,중위팀,1630193,0,21.433333333333334,4,10,0.4,0,4,0.0,2,2,1.0,0,6.0,6,7,0,1,0,0,10,2
2021-10-05,12100012,2021,Chicago,중위팀,1629653,0,12.0,0,3,0.0,0,0,0.0,1,2,0.5,0,3.0,3,2,0,0,1,2,1,-5
2021-10-05,12100014,2021,Memphis,중위팀,1629001,G,18.683333333333334,5,9,0.556,4,6,0.667,0,0,0.0,1,3.0,4,3,3,1,1,1,14,13
2021-10-05,12100012,2021,Chicago,중위팀,1630679,0,7.75,1,1,1.0,0,0,0.0,0,0,0.0,0,1.0,1,0,0,0,0,0,2,-9
2021-10-05,12100013,2021,Houston,하위팀,203957,0,8.05,1,1,1.0,0,0,0.0,2,3,0.667,0,1.0,1,0,0,0,0,0,4,11
2021-10-05,12100013,2021,Houston,하위팀,1630586,0,6.316666666666666,2,2,1.0,1,1,1.0,0,0,0.0,0,1.0,1,0,0,0,1,0,5,5
2021-10-05,12100014,2021,Milwaukee,상위팀,1629670,F,22.533333333333335,7,15,0.467,1,4,0.25,1,2,0.5,0,4.0,4,3,3,0,3,1,16,-14
2021-10-05,12100014,2021,Milwaukee,상위팀,203648,F,18.683333333333334,2,6,0.333,0,0,0.0,0,0,0.0,1,1.0,2,1,0,1,1,0,4,-17
2021-10-05,12100014,2021,Milwaukee,상위팀,201572,C,19.833333333333332,4,11,0.364,0,3,0.0,1,1,1.0,1,6.0,7,1,1,2,2,2,9,-13
2021-10-05,12100014,2021,Milwaukee,상위팀,1628960,G,16.816666666666666,5,8,0.625,3,6,0.5,0,0,0.0,0,3.0,3,1,0,1,0,0,13,-5
2021-10-05,12100014,2021,Milwaukee,상위팀,201588,G,17.316666666666666,0,5,0.0,0,5,0.0,3,3,1.0,1,4.0,5,2,0,0,3,1,3,-14
2021-10-05,12100014,2021,Milwaukee,상위팀,1626192,0,17.916666666666668,3,7,0.429,1,4,0.25,0,0,0.0,0,1.0,1,3,0,0,0,1,7,2
2021-10-05,12100014,2021,Milwaukee,상위팀,1629620,0,25.066666666666666,3,6,0.5,3,4,0.75,0,0,0.0,0,0.0,0,3,0,0,1,2,9,-1
2021-10-05,12100014,2021,Milwaukee,상위팀,1630572,0,28.95,4,6,0.667,0,1,0.0,1,2,0.5,5,2.0,7,3,0,0,1,2,9,2
2021-10-05,12100014,2021,Milwaukee,상위팀,1629602,0,18.583333333333332,0,1,0.0,0,0,0.0,0,0,0.0,0,1.0,1,0,0,0,0,0,0,0
2021-10-05,12100014,2021,Milwaukee,상위팀,1629091,0,22.166666666666668,1,3,0.333,0,1,0.0,0,0,0.0,0,3.0,3,2,1,0,2,0,2,0
2021-10-05,12100014,2021,Milwaukee,상위팀,203948,0,5.616666666666667,1,1,1.0,1,1,1.0,0,0,0.0,0,0.0,0,0,0,0,0,1,3,5
2021-10-05,12100014,2021,Milwaukee,상위팀,1629682,0,5.066666666666666,1,3,0.333,0,1,0.0,0,0,0.0,0,0.0,0,1,1,0,0,0,2,7
2021-10-05,12100014,2021,Milwaukee,상위팀,1630686,0,21.45,0,2,0.0,0,2,0.0,0,0,0.0,0,2.0,2,1,0,0,2,1,0,-2
2021-10-05,12100014,2021,Memphis,중위팀,1630217,F,30.066666666666666,4,10,0.4,2,4,0.5,0,0,0.0,0,0.0,0,3,0,1,1,1,10,12
2021-10-05,12100014,2021,Memphis,중위팀,1628991,F,32.61666666666667,3,9,0.333,1,4,0.25,0,0,0.0,1,6.0,7,2,1,4,1,4,7,13
2021-10-05,12100014,2021,Memphis,중위팀,203500,C,21.6,5,6,0.833,0,0,0.0,1,1,1.0,6,4.0,10,3,0,1,3,2,11,10
2021-10-05,12100014,2021,Memphis,중위팀,1627739,0,17.083333333333332,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,2,0,0,0,0,4
2021-10-05,12100014,2021,Memphis,중위팀,1629630,G,24.0,11,18,0.611,1,4,0.25,4,4,1.0,1,5.0,6,4,0,0,5,0,27,12
2021-10-05,12100014,2021,Memphis,중위팀,1630533,0,17.933333333333334,2,4,0.5,0,1,0.0,0,0,0.0,0,1.0,1,1,1,0,3,3,4,-2
2021-10-05,12100014,2021,Memphis,중위팀,1630214,0,7.65,0,3,0.0,0,1,0.0,1,2,0.5,0,2.0,2,0,0,1,0,1,1,-3
2021-10-05,12100014,2021,Memphis,중위팀,1626145,0,27.3,2,6,0.333,0,3,0.0,1,1,1.0,1,3.0,4,3,1,0,0,0,5,-6
2021-10-05,12100014,2021,Memphis,중위팀,1629723,0,8.933333333333334,0,1,0.0,0,1,0.0,1,2,0.5,0,2.0,2,0,0,1,0,0,1,-3
2021-10-05,12100012,2021,Chicago,중위팀,1626169,0,12.0,2,6,0.333,2,4,0.5,0,0,0.0,0,6.0,6,0,0,0,1,1,6,-5
2021-10-05,12100013,2021,Houston,하위팀,1629717,0,8.883333333333333,1,2,0.5,1,2,0.5,3,4,0.75,0,0.0,0,2,0,0,0,0,6,11
2021-10-05,12100013,2021,Houston,하위팀,1630528,0,8.883333333333333,4,5,0.8,3,3,1.0,0,1,0.0,0,2.0,2,2,1,0,3,2,11,11
2021-10-05,12100014,2021,Memphis,중위팀,203937,0,34.13333333333333,3,9,0.333,1,5,0.2,0,0,0.0,0,6.0,6,3,1,1,2,1,7,0
2021-10-05,12100013,2021,Houston,하위팀,1630578,0,13.2,2,4,0.5,0,0,0.0,1,4,0.25,3,5.0,8,3,1,1,2,5,5,3
2021-10-05,12100013,2021,Houston,하위팀,1630231,0,15.45,4,5,0.8,0,1,0.0,0,1,0.0,3,1.0,4,2,2,0,0,2,8,11
2021-10-05,12100012,2021,Chicago,중위팀,1630187,0,3.6833333333333336,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,1,0,0,0,1
2021-10-05,12100012,2021,Chicago,중위팀,1629076,0,7.75,1,4,0.25,0,0,0.0,1,2,0.5,0,2.0,2,0,0,0,0,2,3,-9
2021-10-05,12100013,2021,Washington,중위팀,1630557,F,25.433333333333334,5,9,0.556,2,6,0.333,0,0,0.0,1,1.0,2,1,1,0,0,3,12,4
2021-10-05,12100013,2021,Washington,중위팀,1629655,C,17.5,5,5,1.0,0,0,0.0,0,0,0.0,2,4.0,6,0,0,1,0,4,10,2
2021-10-05,12100013,2021,Washington,중위팀,203078,G,21.383333333333333,6,12,0.5,1,3,0.333,5,5,1.0,0,2.0,2,3,0,1,0,3,18,3
2021-10-05,12100013,2021,Washington,중위팀,203915,G,21.316666666666666,5,10,0.5,2,5,0.4,2,2,1.0,0,2.0,2,5,1,0,1,2,14,6
2021-10-05,12100013,2021,Washington,중위팀,1628988,0,18.65,5,10,0.5,2,3,0.667,5,6,0.833,1,0.0,1,4,2,0,2,3,17,-8
2021-10-05,12100013,2021,Washington,중위팀,1626149,0,20.166666666666668,2,7,0.286,0,0,0.0,5,6,0.833,6,5.0,11,2,0,1,1,2,9,4
2021-10-05,12100013,2021,Washington,중위팀,203526,0,17.733333333333334,1,4,0.25,0,0,0.0,3,4,0.75,1,1.0,2,2,1,0,2,0,5,2
2021-10-05,12100013,2021,Washington,중위팀,202722,0,18.566666666666666,1,6,0.167,1,6,0.167,2,3,0.667,1,2.0,3,0,0,0,0,1,5,4
2021-10-05,12100013,2021,Washington,중위팀,1630264,0,14.283333333333333,1,2,0.5,1,2,0.5,2,2,1.0,0,3.0,3,1,0,0,0,1,5,0
2021-10-05,12100013,2021,Washington,중위팀,1630225,0,12.833333333333334,0,3,0.0,0,3,0.0,0,0,0.0,0,3.0,3,0,0,0,0,2,0,-6
2021-10-05,12100013,2021,Washington,중위팀,1628398,F,22.616666666666667,3,10,0.3,3,8,0.375,2,4,0.5,0,6.0,6,1,0,0,1,2,11,-1
2021-10-05,12100013,2021,Washington,중위팀,1630692,0,8.883333333333333,4,7,0.571,1,4,0.25,0,0,0.0,1,0.0,1,0,0,0,1,2,9,-11
2021-10-05,12100013,2021,Washington,중위팀,1630693,0,10.333333333333334,1,2,0.5,0,0,0.0,2,4,0.5,0,0.0,0,0,0,0,1,2,4,-12
2021-10-05,12100013,2021,Houston,하위팀,1628021,0,15.25,2,3,0.667,0,1,0.0,4,4,1.0,0,2.0,2,0,1,0,1,2,8,0
2021-10-05,12100013,2021,Houston,하위팀,201571,0,10.583333333333334,2,5,0.4,2,4,0.5,0,0,0.0,0,1.0,1,1,0,0,0,1,6,-6
2021-10-05,12100013,2021,Houston,하위팀,1627863,0,16.7,2,7,0.286,0,3,0.0,0,0,0.0,3,1.0,4,1,0,0,1,0,4,3
2021-10-05,12100013,2021,Houston,하위팀,1629645,G,28.533333333333335,9,17,0.529,5,10,0.5,2,2,1.0,1,3.0,4,5,1,1,4,2,25,1
2021-10-05,12100013,2021,Houston,하위팀,1630256,0,17.9,1,4,0.25,0,0,0.0,2,2,1.0,0,2.0,2,0,0,0,0,4,4,-3
2021-10-05,12100013,2021,Houston,하위팀,1628464,C,18.916666666666668,5,9,0.556,0,3,0.0,2,3,0.667,2,3.0,5,0,0,0,2,3,12,-5
2021-10-05,12100013,2021,Houston,하위팀,1626174,F,23.15,3,5,0.6,1,1,1.0,2,7,0.286,0,7.0,7,4,0,1,0,3,9,2
2021-10-05,12100013,2021,Houston,하위팀,201569,F,20.616666666666667,2,3,0.667,2,3,0.667,0,0,0.0,0,1.0,1,2,1,0,0,1,6,-5
2021-10-05,12100013,2021,Washington,중위팀,1630643,0,3.4833333333333334,0,1,0.0,0,1,0.0,0,0,0.0,0,1.0,1,0,0,1,0,1,0,-8
2021-10-05,12100013,2021,Washington,중위팀,1630648,0,6.816666666666666,0,1,0.0,0,1,0.0,0,0,0.0,0,2.0,2,0,2,0,1,1,0,-9
2021-10-05,12100013,2021,Houston,하위팀,1630224,G,27.566666666666666,4,14,0.286,0,6,0.0,4,6,0.667,1,5.0,6,2,0,0,0,3,12,-9
2021-10-06,12100016,2021,Atlanta,중위팀,1630219,0,16.166666666666668,1,6,0.167,0,1,0.0,2,2,1.0,1,2.0,3,1,0,1,2,2,4,-15
2021-10-06,12100016,2021,Atlanta,중위팀,1629629,0,27.566666666666666,7,17,0.412,4,8,0.5,2,2,1.0,0,3.0,3,0,5,0,1,4,20,-15
2021-10-06,12100016,2021,Atlanta,중위팀,1626153,G,13.8,0,2,0.0,0,1,0.0,2,2,1.0,1,0.0,1,2,0,0,0,2,2,5
2021-10-06,12100016,2021,Atlanta,중위팀,1628989,G,26.383333333333333,6,10,0.6,3,4,0.75,0,0,0.0,0,4.0,4,1,1,1,0,1,15,12
2021-10-06,12100016,2021,Atlanta,중위팀,203476,C,31.3,6,12,0.5,1,4,0.25,0,0,0.0,3,8.0,11,6,1,0,5,5,13,10
2021-10-06,12100016,2021,Atlanta,중위팀,1628381,F,25.183333333333334,5,11,0.455,0,2,0.0,4,5,0.8,2,6.0,8,3,2,2,3,2,14,2
2021-10-06,12100016,2021,Atlanta,중위팀,1629631,F,25.983333333333334,2,11,0.182,2,3,0.667,2,2,1.0,1,1.0,2,2,0,1,3,3,8,0
2021-10-06,12100016,2021,Cleveland,하위팀,1626224,0,13.866666666666667,2,4,0.5,1,2,0.5,0,2,0.0,0,1.0,1,1,0,0,0,1,5,4
2021-10-06,12100016,2021,Cleveland,하위팀,1630205,0,14.95,1,5,0.2,0,1,0.0,0,0,0.0,0,2.0,2,0,0,0,0,0,2,7
2021-10-06,12100016,2021,Cleveland,하위팀,201567,0,14.283333333333333,2,6,0.333,1,4,0.25,2,2,1.0,0,6.0,6,1,0,0,1,2,7,-1
2021-10-06,12100016,2021,Cleveland,하위팀,1628386,C,28.516666666666666,2,4,0.5,0,0,0.0,8,8,1.0,1,6.0,7,1,0,3,1,2,12,2
2021-10-06,12100016,2021,Cleveland,하위팀,1628374,0,19.333333333333332,5,7,0.714,1,1,1.0,0,0,0.0,1,3.0,4,3,0,0,0,0,11,-8
2021-10-06,12100016,2021,Cleveland,하위팀,1629636,G,35.75,5,9,0.556,3,6,0.5,2,2,1.0,0,3.0,3,7,1,0,4,1,15,-12
2021-10-06,12100016,2021,Cleveland,하위팀,1629012,G,32.5,7,17,0.412,2,8,0.25,3,6,0.5,1,5.0,6,2,1,0,7,0,19,-5
2021-10-06,12100016,2021,Cleveland,하위팀,1630596,F,33.43333333333333,4,11,0.364,0,3,0.0,0,0,0.0,3,9.0,12,2,0,2,3,4,8,11
2021-10-06,12100016,2021,Cleveland,하위팀,1630171,F,24.266666666666666,3,8,0.375,1,4,0.25,5,8,0.625,0,1.0,1,0,3,0,1,5,12,1
2021-10-06,12100015,2021,Detroit,하위팀,1630568,0,7.466666666666667,2,3,0.667,0,1,0.0,0,0,0.0,1,1.0,2,0,0,2,0,1,4,-5
2021-10-06,12100015,2021,Detroit,하위팀,1630691,0,7.466666666666667,1,3,0.333,0,2,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,2,-5
2021-10-06,12100016,2021,Atlanta,중위팀,1627789,0,24.15,1,3,0.333,0,2,0.0,0,0,0.0,0,2.0,2,4,2,0,0,4,2,-7
2021-10-06,12100015,2021,Detroit,하위팀,1626168,0,16.933333333333334,3,4,0.75,3,4,0.75,0,0,0.0,1,2.0,3,2,1,0,2,0,9,4
2021-10-06,12100016,2021,Cleveland,하위팀,201937,0,23.116666666666667,3,6,0.5,0,1,0.0,2,2,1.0,0,2.0,2,6,1,0,4,5,8,16
2021-10-06,12100016,2021,Atlanta,중위팀,1630552,0,24.283333333333335,3,11,0.273,0,1,0.0,1,2,0.5,2,3.0,5,3,0,0,3,2,7,-2
2021-10-06,12100017,2021,Orlando,하위팀,1629649,0,12.333333333333334,1,4,0.25,1,2,0.5,0,0,0.0,0,4.0,4,2,0,0,0,1,3,-9
2021-10-06,12100016,2021,Atlanta,중위팀,1630536,0,16.616666666666667,4,6,0.667,1,1,1.0,0,0,0.0,1,3.0,4,5,0,0,2,1,9,1
2021-10-06,12100015,2021,Detroit,하위팀,1628977,0,24.4,4,7,0.571,0,2,0.0,1,1,1.0,1,5.0,6,1,2,0,1,3,9,-1
2021-10-06,12100017,2021,New Orleans,중위팀,1629638,G,24.933333333333334,5,12,0.417,5,9,0.556,4,4,1.0,1,1.0,2,5,2,0,4,2,19,0
2021-10-06,12100017,2021,New Orleans,중위팀,202685,C,19.95,5,13,0.385,1,2,0.5,2,2,1.0,3,6.0,9,1,0,2,1,5,13,-5
2021-10-06,12100017,2021,New Orleans,중위팀,1630230,F,21.5,4,11,0.364,1,3,0.333,0,0,0.0,0,6.0,6,3,0,0,0,1,9,11
2021-10-06,12100017,2021,New Orleans,중위팀,202066,F,11.766666666666667,0,3,0.0,0,1,0.0,0,0,0.0,0,3.0,3,0,0,0,0,0,0,-2
2021-10-06,12100017,2021,Orlando,하위팀,1630257,0,6.416666666666667,1,2,0.5,0,1,0.0,0,0,0.0,2,1.0,3,0,0,1,0,0,2,0
2021-10-06,12100017,2021,Orlando,하위팀,1630288,0,6.416666666666667,1,4,0.25,0,1,0.0,0,0,0.0,0,0.0,0,2,0,0,0,0,2,0
2021-10-06,12100017,2021,Orlando,하위팀,1629678,0,6.416666666666667,0,2,0.0,0,2,0.0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,0
2021-10-06,12100017,2021,Orlando,하위팀,1629755,0,12.333333333333334,3,4,0.75,3,3,1.0,0,0,0.0,0,2.0,2,0,0,0,0,1,9,-9
