DATE,GAME_ID,SEASON,HOME_TEAM,HOME_TEAM_LVL,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,VISITOR_TEAM,VISITOR_TEAM_LVL,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
2019-10-22,21900002,2019,L.A. Clippers,,112,0.519,0.708,0.355,24,45,L.A. Lakers,중위팀,102,0.435,0.7140000000000001,0.3939999999999999,20,41,1
2019-10-22,21900001,2019,Toronto,중위팀,130,0.408,0.8420000000000001,0.35,23,57,New Orleans,중위팀,122,0.422,0.85,0.422,30,53,1
2019-10-23,21900005,2019,Orlando,하위팀,94,0.43,0.579,0.3,24,46,Cleveland,하위팀,85,0.375,0.667,0.265,20,54,1
2019-10-23,21900006,2019,Brooklyn,중위팀,126,0.475,0.5770000000000001,0.441,19,48,Minnesota,중위팀,127,0.426,0.7859999999999999,0.302,23,52,0
2019-10-23,21900003,2019,Charlotte,중위팀,126,0.511,0.813,0.523,28,41,Chicago,중위팀,125,0.467,0.818,0.3,25,49,1
2019-10-23,21900004,2019,Indiana,중위팀,110,0.461,0.833,0.381,26,36,Detroit,하위팀,119,0.526,0.7879999999999999,0.4579999999999999,26,45,0
2019-10-23,21900007,2019,Miami,상위팀,120,0.471,0.846,0.389,18,51,Memphis,중위팀,101,0.4270000000000001,0.667,0.156,22,40,1
2019-10-23,21900011,2019,Utah,상위팀,100,0.444,0.7,0.25,15,49,Oklahoma City,하위팀,95,0.386,0.677,0.37,15,48,1
2019-10-23,21900009,2019,Dallas,중위팀,108,0.461,0.818,0.306,17,46,Washington,중위팀,100,0.3979999999999999,0.833,0.268,26,47,1
2019-10-23,21900010,2019,San Antonio,중위팀,120,0.506,0.8059999999999999,0.3329999999999999,22,51,New York,중위팀,111,0.4679999999999999,0.722,0.3329999999999999,24,39,1
2019-10-23,21900013,2019,Portland,중위팀,100,0.414,0.913,0.25,13,48,Denver,상위팀,108,0.42,0.815,0.563,24,45,0
2019-10-23,21900012,2019,Phoenix,상위팀,124,0.5,0.833,0.3329999999999999,31,44,Sacramento,중위팀,95,0.391,0.654,0.345,17,47,1
2019-10-23,21900008,2019,Philadelphia,상위팀,107,0.435,0.722,0.241,24,62,Boston,중위팀,93,0.3670000000000001,0.588,0.2689999999999999,18,41,1
2019-10-24,21900016,2019,Golden State,중위팀,122,0.3939999999999999,0.967,0.357,27,42,L.A. Clippers,,141,0.625,0.767,0.563,33,39,0
2019-10-24,21900015,2019,Houston,하위팀,111,0.3670000000000001,0.7440000000000001,0.3329999999999999,25,57,Milwaukee,상위팀,117,0.465,0.5,0.348,31,53,0
2019-10-24,21900014,2019,Detroit,하위팀,100,0.412,0.909,0.27,20,39,Atlanta,중위팀,117,0.512,0.857,0.355,27,42,0
2019-10-25,21900017,2019,Boston,중위팀,112,0.385,0.938,0.342,21,56,Toronto,중위팀,106,0.474,0.8240000000000001,0.5,22,46,1
2019-10-25,21900018,2019,Charlotte,중위팀,99,0.44,0.5,0.414,26,42,Minnesota,중위팀,121,0.473,0.742,0.316,30,52,0
2019-10-25,21900019,2019,Brooklyn,중위팀,113,0.474,0.6759999999999999,0.4320000000000001,21,46,New York,중위팀,109,0.469,0.5710000000000001,0.68,17,39,1
2019-10-25,21900020,2019,Memphis,중위팀,102,0.415,0.7,0.345,24,56,Chicago,중위팀,110,0.43,0.75,0.286,18,45,0
2019-10-25,21900022,2019,Oklahoma City,하위팀,85,0.3979999999999999,0.636,0.217,14,49,Washington,중위팀,97,0.402,0.8,0.268,21,47,0
2019-10-25,21900023,2019,Denver,상위팀,108,0.391,0.8059999999999999,0.259,21,45,Phoenix,상위팀,107,0.395,0.969,0.286,25,54,1
2019-10-25,21900024,2019,Sacramento,중위팀,112,0.425,0.852,0.405,17,43,Portland,중위팀,122,0.541,0.8640000000000001,0.3670000000000001,23,40,0
2019-10-25,21900025,2019,L.A. Lakers,중위팀,95,0.395,0.792,0.308,19,42,Utah,상위팀,86,0.414,0.952,0.32,19,40,1
2019-10-25,21900021,2019,New Orleans,중위팀,116,0.4589999999999999,0.733,0.366,30,48,Dallas,중위팀,123,0.484,0.731,0.35,23,49,0
2019-10-26,21900028,2019,Atlanta,중위팀,103,0.512,0.5329999999999999,0.3,22,52,Orlando,하위팀,99,0.354,0.923,0.161,15,46,1
2019-10-26,21900026,2019,Milwaukee,상위팀,126,0.436,0.7709999999999999,0.315,22,47,Miami,상위팀,131,0.455,0.639,0.364,33,54,0
2019-10-26,21900027,2019,Detroit,하위팀,111,0.539,0.583,0.421,20,35,Philadelphia,상위팀,117,0.483,0.667,0.382,30,38,0
2019-10-26,21900029,2019,New York,중위팀,95,0.3779999999999999,0.765,0.259,15,55,Boston,중위팀,118,0.452,0.655,0.366,24,46,0
2019-10-26,21900033,2019,San Antonio,중위팀,124,0.4629999999999999,0.8240000000000001,0.357,29,53,Washington,중위팀,122,0.495,0.706,0.471,30,41,1
2019-10-26,21900031,2019,Chicago,중위팀,84,0.299,0.68,0.257,18,45,Toronto,중위팀,108,0.4629999999999999,0.944,0.357,27,59,0
2019-10-26,21900032,2019,Houston,하위팀,126,0.457,0.9,0.289,27,45,New Orleans,중위팀,123,0.46,0.813,0.36,27,42,1
2019-10-26,21900034,2019,Utah,상위팀,113,0.564,0.583,0.486,28,43,Sacramento,중위팀,81,0.37,0.8240000000000001,0.2689999999999999,16,31,1
2019-10-26,21900035,2019,Phoenix,상위팀,130,0.5,0.794,0.395,32,49,L.A. Clippers,,122,0.46,0.795,0.344,20,41,1
2019-10-26,21900030,2019,Cleveland,하위팀,110,0.5,0.655,0.355,23,44,Indiana,중위팀,99,0.4479999999999999,0.846,0.357,23,36,1
2019-10-27,21900040,2019,L.A. Lakers,중위팀,120,0.527,0.7859999999999999,0.355,30,47,Charlotte,중위팀,101,0.385,0.913,0.286,19,45,1
2019-10-27,21900039,2019,Minnesota,중위팀,116,0.429,0.758,0.289,24,46,Miami,상위팀,109,0.494,0.667,0.417,25,41,1
2019-10-27,21900038,2019,Dallas,중위팀,119,0.3939999999999999,0.78,0.26,27,46,Portland,중위팀,121,0.517,0.846,0.409,13,48,0
2019-10-27,21900037,2019,Memphis,중위팀,134,0.485,0.8,0.424,33,49,Brooklyn,중위팀,133,0.436,0.8109999999999999,0.3329999999999999,28,53,1
2019-10-27,21900036,2019,Oklahoma City,하위팀,120,0.564,0.773,0.469,24,50,Golden State,중위팀,92,0.326,0.871,0.152,17,39,1
2019-10-28,21900044,2019,Toronto,중위팀,104,0.3879999999999999,0.933,0.256,19,52,Orlando,하위팀,95,0.382,0.833,0.308,22,47,1
2019-10-28,21900041,2019,Detroit,하위팀,96,0.457,0.9,0.542,21,48,Indiana,중위팀,94,0.415,0.769,0.286,24,45,1
2019-10-28,21900042,2019,New York,중위팀,105,0.418,0.625,0.31,19,63,Chicago,중위팀,98,0.424,0.81,0.257,19,38,1
2019-10-28,21900043,2019,Atlanta,중위팀,103,0.429,0.688,0.3329999999999999,23,45,Philadelphia,상위팀,105,0.42,0.8,0.268,22,49,0
2019-10-28,21900045,2019,Houston,하위팀,116,0.433,0.848,0.2269999999999999,21,40,Oklahoma City,하위팀,112,0.436,0.708,0.371,22,52,1
2019-10-28,21900051,2019,L.A. Clippers,,111,0.482,0.905,0.364,23,44,Charlotte,중위팀,96,0.434,0.7140000000000001,0.359,24,38,1
2019-10-28,21900047,2019,New Orleans,중위팀,123,0.466,0.545,0.319,36,41,Golden State,중위팀,134,0.49,0.75,0.4,37,61,0
2019-10-28,21900048,2019,San Antonio,중위팀,113,0.482,0.75,0.318,25,50,Portland,중위팀,110,0.39,0.815,0.303,19,49,1
2019-10-28,21900049,2019,Phoenix,상위팀,95,0.413,0.696,0.382,23,40,Utah,상위팀,96,0.38,0.821,0.3229999999999999,19,49,0
2019-10-28,21900050,2019,Sacramento,중위팀,94,0.396,0.625,0.324,25,48,Denver,상위팀,101,0.3670000000000001,0.905,0.278,19,54,0
2019-10-28,21900046,2019,Milwaukee,상위팀,129,0.522,0.667,0.447,29,50,Cleveland,하위팀,112,0.45,0.833,0.308,19,48,1
2019-10-29,21900054,2019,L.A. Lakers,중위팀,120,0.465,0.846,0.2689999999999999,25,54,Memphis,중위팀,91,0.326,0.957,0.206,20,46,1
2019-10-29,21900053,2019,Denver,상위팀,106,0.473,0.6920000000000001,0.344,24,50,Dallas,중위팀,109,0.488,0.583,0.351,29,42,0
2019-10-29,21900052,2019,Miami,상위팀,112,0.452,0.733,0.419,19,49,Atlanta,중위팀,97,0.422,0.667,0.282,28,33,1
2019-10-30,21900055,2019,Cleveland,하위팀,117,0.526,0.8059999999999999,0.417,25,47,Chicago,중위팀,111,0.433,0.826,0.359,25,32,1
2019-10-30,21900056,2019,Orlando,하위팀,95,0.42,0.75,0.375,24,52,New York,중위팀,83,0.3779999999999999,0.7,0.226,19,44,1
2019-10-30,21900057,2019,Philadelphia,상위팀,117,0.467,0.7859999999999999,0.36,24,56,Minnesota,중위팀,95,0.395,0.75,0.286,12,34,1
2019-10-30,21900058,2019,Boston,중위팀,116,0.446,0.81,0.415,25,45,Milwaukee,상위팀,105,0.4629999999999999,0.625,0.311,21,45,1
2019-10-30,21900059,2019,Brooklyn,중위팀,108,0.441,0.615,0.3229999999999999,21,54,Indiana,중위팀,118,0.469,0.85,0.423,25,41,0
2019-10-30,21900060,2019,Toronto,중위팀,125,0.593,0.833,0.481,30,34,Detroit,하위팀,113,0.466,0.7390000000000001,0.467,30,42,1
2019-10-30,21900062,2019,Oklahoma City,하위팀,99,0.3929999999999999,0.784,0.148,15,55,Portland,중위팀,102,0.395,0.708,0.486,19,49,0
2019-10-30,21900063,2019,Utah,상위팀,110,0.55,0.688,0.4579999999999999,23,36,L.A. Clippers,,96,0.476,0.833,0.348,19,36,1
2019-10-30,21900064,2019,Sacramento,중위팀,111,0.4579999999999999,0.75,0.304,26,39,Charlotte,중위팀,118,0.5479999999999999,0.7140000000000001,0.5,30,46,0
2019-10-30,21900065,2019,Golden State,중위팀,110,0.439,0.833,0.286,24,43,Phoenix,상위팀,121,0.4579999999999999,0.857,0.417,33,45,0
2019-10-30,21900061,2019,Washington,중위팀,158,0.626,0.828,0.556,31,40,Houston,하위팀,159,0.534,0.7879999999999999,0.426,34,44,0
2019-10-31,21900068,2019,L.A. Clippers,,103,0.429,0.741,0.192,16,47,San Antonio,중위팀,97,0.45,0.667,0.3329999999999999,15,49,1
2019-10-31,21900067,2019,New Orleans,중위팀,122,0.532,0.7809999999999999,0.455,30,37,Denver,상위팀,107,0.483,0.875,0.2689999999999999,24,35,1
2019-10-31,21900066,2019,Atlanta,중위팀,97,0.409,0.6920000000000001,0.206,20,50,Miami,상위팀,106,0.476,0.632,0.3779999999999999,29,41,0
2019-11-01,21900070,2019,Indiana,중위팀,102,0.406,0.905,0.185,20,58,Cleveland,하위팀,95,0.368,0.8,0.344,20,45,1
2019-11-01,21900069,2019,Brooklyn,중위팀,123,0.494,0.7140000000000001,0.594,26,55,Houston,하위팀,116,0.414,0.815,0.25,21,40,1
2019-11-01,21900071,2019,Orlando,하위팀,91,0.374,0.647,0.324,21,40,Milwaukee,상위팀,123,0.505,0.667,0.362,24,58,0
2019-11-01,21900073,2019,Chicago,중위팀,112,0.4379999999999999,0.7829999999999999,0.4,29,42,Detroit,하위팀,106,0.482,0.75,0.207,21,47,1
2019-11-01,21900072,2019,Boston,중위팀,104,0.446,0.931,0.324,21,44,New York,중위팀,102,0.3979999999999999,0.667,0.368,22,51,1
2019-11-01,21900074,2019,Dallas,중위팀,110,0.392,0.696,0.389,23,61,L.A. Lakers,중위팀,119,0.49,0.762,0.281,24,41,0
2019-11-01,21900075,2019,Sacramento,중위팀,102,0.488,0.706,0.276,15,38,Utah,상위팀,101,0.479,0.741,0.3929999999999999,18,36,1
2019-11-01,21900076,2019,Golden State,중위팀,110,0.4639999999999999,0.905,0.4639999999999999,25,39,San Antonio,중위팀,127,0.473,0.867,0.371,23,52,0
2019-11-02,21900084,2019,Portland,중위팀,128,0.5770000000000001,0.76,0.5589999999999999,21,36,Philadelphia,상위팀,129,0.505,0.833,0.3329999999999999,36,46,0
2019-11-02,21900083,2019,Golden State,중위팀,87,0.442,0.769,0.321,23,40,Charlotte,중위팀,93,0.424,0.696,0.172,18,48,0
2019-11-02,21900082,2019,Milwaukee,상위팀,115,0.461,0.8,0.342,30,51,Toronto,중위팀,105,0.405,0.88,0.417,24,42,1
2019-11-02,21900081,2019,Memphis,중위팀,105,0.488,0.632,0.321,26,46,Phoenix,상위팀,114,0.5,0.75,0.412,26,32,0
2019-11-02,21900080,2019,Washington,중위팀,109,0.389,0.852,0.3429999999999999,21,39,Minnesota,중위팀,131,0.5429999999999999,0.706,0.436,33,47,0
2019-11-02,21900079,2019,Orlando,하위팀,87,0.43,0.636,0.207,22,47,Denver,상위팀,91,0.37,0.718,0.321,15,41,0
2019-11-02,21900078,2019,Detroit,하위팀,113,0.451,0.7929999999999999,0.296,21,41,Brooklyn,중위팀,109,0.462,0.765,0.313,24,48,1
2019-11-02,21900077,2019,Oklahoma City,하위팀,115,0.456,0.7829999999999999,0.405,20,44,New Orleans,중위팀,104,0.426,0.591,0.344,25,56,1
2019-11-03,21900086,2019,Miami,상위팀,129,0.528,0.773,0.439,38,46,Houston,하위팀,100,0.392,0.774,0.292,19,38,1
2019-11-03,21900087,2019,New York,중위팀,92,0.4,0.645,0.258,18,38,Sacramento,중위팀,113,0.482,0.64,0.385,25,50,0
2019-11-03,21900085,2019,Indiana,중위팀,108,0.471,0.741,0.308,28,49,Chicago,중위팀,95,0.429,0.56,0.31,27,42,1
2019-11-03,21900089,2019,Cleveland,하위팀,111,0.406,0.682,0.375,24,41,Dallas,중위팀,131,0.532,0.846,0.488,34,51,0
2019-11-03,21900090,2019,L.A. Clippers,,105,0.391,0.765,0.2189999999999999,15,54,Utah,상위팀,94,0.397,0.71,0.3229999999999999,16,37,1
2019-11-03,21900088,2019,San Antonio,중위팀,96,0.3979999999999999,0.828,0.24,23,47,L.A. Lakers,중위팀,103,0.483,0.684,0.25,21,46,0
2019-11-04,21900096,2019,Golden State,중위팀,127,0.488,0.917,0.385,28,47,Portland,중위팀,118,0.4479999999999999,0.7859999999999999,0.325,16,44,1
2019-11-04,21900095,2019,Phoenix,상위팀,114,0.532,0.778,0.3929999999999999,24,40,Philadelphia,상위팀,109,0.472,0.6,0.4479999999999999,21,38,1
2019-11-04,21900094,2019,Minnesota,중위팀,106,0.359,0.8640000000000001,0.302,20,47,Milwaukee,상위팀,134,0.5379999999999999,0.667,0.359,24,57,0
2019-11-04,21900093,2019,Memphis,중위팀,100,0.426,0.81,0.12,19,51,Houston,하위팀,107,0.376,0.69,0.34,20,51,0
2019-11-04,21900092,2019,Brooklyn,중위팀,135,0.5329999999999999,0.75,0.39,32,45,New Orleans,중위팀,125,0.495,0.762,0.406,18,39,1
2019-11-04,21900091,2019,Washington,중위팀,115,0.462,0.84,0.276,27,41,Detroit,하위팀,99,0.415,0.7829999999999999,0.481,21,42,1
2019-11-05,21900097,2019,Charlotte,중위팀,122,0.477,0.667,0.3229999999999999,22,37,Indiana,중위팀,120,0.5429999999999999,0.857,0.4,27,43,1
2019-11-05,21900098,2019,Cleveland,하위팀,113,0.421,0.909,0.3939999999999999,22,43,Boston,중위팀,119,0.565,0.733,0.4,24,45,0
2019-11-05,21900101,2019,Oklahoma City,하위팀,102,0.43,0.8,0.364,21,38,Orlando,하위팀,94,0.39,0.871,0.136,15,53,1
2019-11-05,21900100,2019,Chicago,중위팀,112,0.506,0.522,0.4379999999999999,22,42,L.A. Lakers,중위팀,118,0.489,0.708,0.3329999999999999,26,49,0
2019-11-05,21900102,2019,Denver,상위팀,109,0.523,0.625,0.391,35,47,Miami,상위팀,89,0.364,0.64,0.31,23,44,1
2019-11-05,21900099,2019,Atlanta,중위팀,108,0.478,0.688,0.3670000000000001,22,48,San Antonio,중위팀,100,0.418,0.696,0.242,18,41,1
2019-11-06,21900105,2019,Atlanta,중위팀,93,0.405,0.7709999999999999,0.2,18,41,Chicago,중위팀,113,0.5,0.667,0.3939999999999999,26,43,0
2019-11-06,21900103,2019,Detroit,하위팀,122,0.557,0.792,0.5,37,43,New York,중위팀,102,0.488,0.619,0.44,24,30,1
2019-11-06,21900104,2019,Indiana,중위팀,121,0.4679999999999999,0.8079999999999999,0.4,35,48,Washington,중위팀,106,0.389,1.0,0.325,24,48,1
2019-11-06,21900106,2019,Toronto,중위팀,124,0.551,0.828,0.483,28,37,Sacramento,중위팀,120,0.442,0.762,0.455,23,43,1
2019-11-06,21900110,2019,Utah,상위팀,106,0.461,0.667,0.364,21,50,Philadelphia,상위팀,104,0.413,0.882,0.32,20,42,1
2019-11-06,21900108,2019,Memphis,중위팀,137,0.568,0.833,0.522,34,49,Minnesota,중위팀,121,0.4479999999999999,0.731,0.356,29,36,1
2019-11-06,21900109,2019,Dallas,중위팀,107,0.429,0.8,0.355,20,43,Orlando,하위팀,106,0.488,0.7859999999999999,0.25,25,44,1
2019-11-06,21900111,2019,L.A. Clippers,,124,0.418,0.8059999999999999,0.419,21,54,Milwaukee,상위팀,129,0.429,0.794,0.3670000000000001,18,54,0
2019-11-06,21900107,2019,Houston,하위팀,129,0.495,0.632,0.467,31,50,Golden State,중위팀,112,0.396,0.821,0.3939999999999999,22,51,1
2019-11-07,21900115,2019,L.A. Clippers,,107,0.4379999999999999,0.833,0.174,20,57,Portland,중위팀,101,0.375,0.75,0.282,18,51,1
2019-11-07,21900114,2019,Phoenix,상위팀,108,0.44,0.742,0.344,22,40,Miami,상위팀,124,0.5489999999999999,0.792,0.536,22,41,0
2019-11-07,21900113,2019,San Antonio,중위팀,121,0.5429999999999999,0.909,0.45,32,47,Oklahoma City,하위팀,112,0.525,0.75,0.476,26,31,1
2019-11-07,21900112,2019,Charlotte,중위팀,87,0.384,0.7140000000000001,0.1939999999999999,21,49,Boston,중위팀,108,0.43,0.7829999999999999,0.303,29,52,0
2019-11-08,21900116,2019,Indiana,중위팀,112,0.518,0.88,0.267,23,44,Detroit,하위팀,106,0.4529999999999999,0.833,0.3939999999999999,27,40,1
2019-11-08,21900117,2019,Orlando,하위팀,118,0.473,0.852,0.25,24,57,Memphis,중위팀,86,0.3720000000000001,0.846,0.379,23,36,1
2019-11-08,21900118,2019,Washington,중위팀,100,0.469,0.5,0.226,26,47,Cleveland,하위팀,113,0.456,0.862,0.222,18,48,0
2019-11-08,21900119,2019,Atlanta,중위팀,109,0.529,0.5710000000000001,0.321,23,34,Sacramento,중위팀,121,0.5529999999999999,0.8640000000000001,0.581,27,36,0
2019-11-08,21900120,2019,Minnesota,중위팀,125,0.4320000000000001,0.69,0.25,20,59,Golden State,중위팀,119,0.417,0.958,0.286,18,49,1
2019-11-08,21900122,2019,Dallas,중위팀,102,0.411,0.8240000000000001,0.318,18,47,New York,중위팀,106,0.416,0.581,0.5,19,56,0
2019-11-08,21900123,2019,Denver,상위팀,100,0.4479999999999999,0.765,0.409,28,41,Philadelphia,상위팀,97,0.442,0.471,0.5,28,49,1
2019-11-08,21900124,2019,Utah,상위팀,103,0.405,0.69,0.417,15,56,Milwaukee,상위팀,100,0.358,0.733,0.278,14,54,1
2019-11-08,21900125,2019,Portland,중위팀,115,0.412,0.96,0.3670000000000001,11,48,Brooklyn,중위팀,119,0.414,0.7,0.4320000000000001,18,51,0
2019-11-08,21900126,2019,L.A. Lakers,중위팀,95,0.449,0.875,0.25,30,48,Miami,상위팀,80,0.35,0.75,0.171,18,37,1
2019-11-08,21900121,2019,New Orleans,중위팀,104,0.4039999999999999,0.667,0.244,21,53,Toronto,중위팀,122,0.441,0.875,0.442,27,53,0
2019-11-09,21900131,2019,Oklahoma City,하위팀,114,0.544,0.8240000000000001,0.467,30,42,Golden State,중위팀,108,0.494,1.0,0.318,22,34,1
2019-11-09,21900130,2019,Memphis,중위팀,122,0.526,0.7140000000000001,0.3329999999999999,31,39,Dallas,중위팀,138,0.536,0.8,0.429,27,47,0
2019-11-09,21900129,2019,Chicago,중위팀,94,0.3779999999999999,0.889,0.125,21,46,Houston,하위팀,117,0.47,0.7140000000000001,0.4320000000000001,18,55,0
2019-11-09,21900128,2019,Charlotte,중위팀,110,0.409,0.765,0.3429999999999999,27,42,New Orleans,중위팀,115,0.5329999999999999,0.7,0.424,25,45,0
2019-11-09,21900127,2019,San Antonio,중위팀,115,0.3939999999999999,0.767,0.467,24,57,Boston,중위팀,135,0.511,0.893,0.3779999999999999,28,43,0
2019-11-10,21900132,2019,Minnesota,중위팀,98,0.351,0.727,0.133,22,53,Denver,상위팀,100,0.386,0.647,0.3929999999999999,26,57,0
2019-11-10,21900134,2019,Philadelphia,상위팀,114,0.5479999999999999,0.75,0.357,29,49,Charlotte,중위팀,106,0.452,0.727,0.424,22,31,1
2019-11-10,21900135,2019,Oklahoma City,하위팀,119,0.495,0.706,0.405,31,35,Milwaukee,상위팀,121,0.5660000000000001,0.889,0.3929999999999999,27,48,0
2019-11-10,21900133,2019,Orlando,하위팀,102,0.461,0.833,0.417,27,37,Indiana,중위팀,109,0.527,0.8,0.45,31,43,0
2019-11-10,21900137,2019,Phoenix,상위팀,138,0.525,0.789,0.452,37,42,Brooklyn,중위팀,112,0.484,0.941,0.235,27,43,1
2019-11-10,21900138,2019,Portland,중위팀,124,0.433,0.7859999999999999,0.3329999999999999,19,61,Atlanta,중위팀,113,0.4039999999999999,0.72,0.268,21,48,1
2019-11-10,21900139,2019,L.A. Lakers,중위팀,104,0.436,0.632,0.3329999999999999,31,51,Toronto,중위팀,113,0.483,0.682,0.3329999999999999,26,43,0
2019-11-10,21900136,2019,New York,중위팀,87,0.36,0.64,0.29,19,52,Cleveland,하위팀,108,0.439,0.903,0.286,20,45,0
2019-11-11,21900140,2019,Detroit,하위팀,114,0.4479999999999999,0.8,0.5,25,39,Minnesota,중위팀,120,0.506,0.789,0.441,25,45,0
2019-11-11,21900141,2019,Boston,중위팀,116,0.477,0.76,0.429,25,46,Dallas,중위팀,106,0.416,0.75,0.262,22,46,1
2019-11-11,21900145,2019,L.A. Clippers,,98,0.37,0.733,0.222,25,66,Toronto,중위팀,88,0.4,0.6,0.3670000000000001,25,38,1
2019-11-11,21900142,2019,New Orleans,중위팀,116,0.4320000000000001,0.741,0.311,26,46,Houston,하위팀,122,0.518,0.688,0.293,16,47,0
2019-11-11,21900144,2019,Golden State,중위팀,108,0.479,0.5710000000000001,0.3229999999999999,23,44,Utah,상위팀,122,0.494,0.813,0.457,30,43,0
2019-11-11,21900143,2019,San Antonio,중위팀,109,0.467,0.765,0.4,29,42,Memphis,중위팀,113,0.506,0.7,0.3929999999999999,32,47,0
2019-11-12,21900153,2019,Sacramento,중위팀,107,0.442,0.769,0.344,24,46,Portland,중위팀,99,0.442,0.767,0.267,15,40,1
2019-11-12,21900152,2019,Utah,상위팀,119,0.467,0.7709999999999999,0.231,16,46,Brooklyn,중위팀,114,0.456,0.84,0.297,19,43,1
2019-11-12,21900151,2019,Phoenix,상위팀,115,0.473,0.765,0.421,32,39,L.A. Lakers,중위팀,123,0.537,0.524,0.4,39,44,0
2019-11-12,21900150,2019,Denver,상위팀,121,0.442,0.818,0.268,31,40,Atlanta,중위팀,125,0.53,0.647,0.441,30,45,0
2019-11-12,21900149,2019,Chicago,중위팀,120,0.506,0.774,0.424,22,46,New York,중위팀,102,0.409,0.645,0.313,27,38,1
2019-11-12,21900148,2019,Miami,상위팀,117,0.532,0.778,0.4379999999999999,34,42,Detroit,하위팀,108,0.436,0.6759999999999999,0.366,27,32,1
2019-11-12,21900147,2019,Philadelphia,상위팀,98,0.449,0.769,0.211,24,46,Cleveland,하위팀,97,0.442,0.8,0.238,13,45,1
2019-11-12,21900146,2019,Indiana,중위팀,111,0.489,0.923,0.304,21,50,Oklahoma City,하위팀,85,0.354,0.875,0.24,19,40,1
2019-11-13,21900154,2019,Charlotte,중위팀,117,0.494,0.789,0.444,27,34,Memphis,중위팀,119,0.539,0.667,0.486,32,45,0
2019-11-13,21900155,2019,Orlando,하위팀,112,0.442,0.765,0.313,27,48,Philadelphia,상위팀,97,0.44,0.6920000000000001,0.267,25,47,1
2019-11-13,21900156,2019,Boston,중위팀,140,0.51,0.897,0.444,32,44,Washington,중위팀,133,0.521,0.815,0.379,28,36,1
2019-11-13,21900157,2019,Houston,하위팀,102,0.384,0.815,0.3329999999999999,12,53,L.A. Clippers,,93,0.3879999999999999,0.5,0.303,17,53,1
2019-11-13,21900158,2019,Minnesota,중위팀,129,0.495,0.8240000000000001,0.324,25,50,San Antonio,중위팀,114,0.489,0.7929999999999999,0.176,24,44,1
2019-11-13,21900159,2019,L.A. Lakers,중위팀,120,0.539,0.833,0.45,31,51,Golden State,중위팀,94,0.4039999999999999,0.765,0.257,29,33,1
2019-11-13,21900160,2019,Portland,중위팀,106,0.396,0.813,0.354,24,43,Toronto,중위팀,114,0.457,0.941,0.4379999999999999,20,50,0
2019-11-14,21900166,2019,Denver,상위팀,101,0.426,0.5,0.303,26,62,Brooklyn,중위팀,93,0.379,0.813,0.211,19,51,1
2019-11-14,21900165,2019,Phoenix,상위팀,128,0.482,0.816,0.385,32,39,Atlanta,중위팀,112,0.44,0.8,0.258,25,49,1
2019-11-14,21900164,2019,New Orleans,중위팀,132,0.48,0.69,0.529,26,51,L.A. Clippers,,127,0.5479999999999999,0.774,0.4579999999999999,28,37,1
2019-11-14,21900163,2019,Milwaukee,상위팀,124,0.477,0.723,0.182,24,58,Chicago,중위팀,115,0.409,0.84,0.419,25,45,1
2019-11-14,21900162,2019,New York,중위팀,106,0.447,0.818,0.433,20,53,Dallas,중위팀,103,0.429,0.742,0.222,21,44,1
2019-11-14,21900161,2019,Cleveland,하위팀,97,0.424,0.81,0.25,18,41,Miami,상위팀,108,0.544,0.909,0.4,31,41,0
2019-11-15,21900167,2019,Charlotte,중위팀,109,0.4479999999999999,0.625,0.371,22,41,Detroit,하위팀,106,0.494,1.0,0.429,25,42,1
2019-11-15,21900169,2019,Houston,하위팀,111,0.4039999999999999,0.862,0.304,12,44,Indiana,중위팀,102,0.451,0.769,0.242,24,42,1
2019-11-15,21900170,2019,Memphis,중위팀,107,0.4479999999999999,0.846,0.286,25,46,Utah,상위팀,106,0.402,0.8440000000000001,0.265,17,45,1
2019-11-15,21900168,2019,Orlando,하위팀,111,0.414,0.794,0.414,22,48,San Antonio,중위팀,109,0.506,0.6,0.5,23,41,1
2019-11-15,21900172,2019,Oklahoma City,하위팀,127,0.539,0.8540000000000001,0.417,22,36,Philadelphia,상위팀,119,0.5,0.682,0.4379999999999999,24,43,1
2019-11-15,21900173,2019,Golden State,중위팀,100,0.415,0.794,0.179,17,55,Boston,중위팀,105,0.407,0.7829999999999999,0.3939999999999999,24,47,0
2019-11-15,21900174,2019,L.A. Lakers,중위팀,99,0.42,0.909,0.297,22,41,Sacramento,중위팀,97,0.439,1.0,0.41,24,43,1
2019-11-15,21900171,2019,Minnesota,중위팀,116,0.472,0.7240000000000001,0.297,26,43,Washington,중위팀,137,0.54,0.76,0.357,38,51,0
2019-11-16,21900182,2019,L.A. Clippers,,150,0.5379999999999999,0.943,0.515,30,53,Atlanta,중위팀,101,0.3779999999999999,0.73,0.25,19,38,1
2019-11-16,21900181,2019,San Antonio,중위팀,116,0.466,0.853,0.278,25,43,Portland,중위팀,121,0.452,0.923,0.3329999999999999,21,48,0
2019-11-16,21900180,2019,Dallas,중위팀,110,0.42,0.818,0.231,24,55,Toronto,중위팀,102,0.416,0.733,0.415,21,42,1
