GAME_ID,TEAM_ID,PLAYER_ID,START_POSITION,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,team_poss,team_minutes,team_FGM,USG%,player_poss,PTS_per_poss,TS%,TO%,AST%,AST_pct_bbr
22200468,1610612741,1628396,DNP,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,98.68,239.99,43,,0.0,,,,0.0,
22200468,1610612741,1630792,DNP,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,98.68,239.99,43,,0.0,,,,0.0,
22200468,1610612737,1629631,F,37.77,4,10,0.4,0,4,0.0,2,2,1.0,2,7.0,9,2,0,2,0,3,10,10,104.04,239.99,39,0.28,10.88,0.92,0.46,0.0,5.13,7.49
22200468,1610612737,1628381,F,21.23,2,5,0.4,0,2,0.0,0,0,0.0,0,7.0,7,0,1,0,1,4,4,-8,104.04,239.99,39,11.09,6.0,0.67,0.4,0.17,0.0,0.0
22200468,1610612737,1630168,C,40.17,8,14,0.571,0,0,0.0,2,2,1.0,5,6.0,11,1,0,5,1,3,18,11,104.04,239.99,39,6.1,15.88,1.13,0.6,0.06,2.56,4.06
22200468,1610612737,1627749,G,39.98,7,17,0.412,0,3,0.0,1,1,1.0,0,5.0,5,10,0,0,5,2,15,-2,104.04,239.99,39,29.27,22.44,0.67,0.43,0.22,25.64,39.24
22200468,1610612737,1629027,G,38.1,9,24,0.375,7,14,0.5,9,9,1.0,2,4.0,6,6,1,0,5,1,34,2,104.04,239.99,39,30.98,32.96,1.03,0.61,0.15,15.38,27.33
22200468,1610612737,203992,0,29.93,4,12,0.333,3,6,0.5,2,2,1.0,0,4.0,4,3,1,0,2,1,13,1,104.04,239.99,39,15.83,14.88,0.87,0.5,0.13,7.69,14.76
22200468,1610612737,1631100,0,21.38,5,7,0.714,4,6,0.667,0,0,0.0,0,3.0,3,0,3,0,0,1,14,-1,104.04,239.99,39,0.31,7.0,2.0,1.0,0.0,0.0,0.0
22200468,1610612737,1628988,0,2.65,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,-4,104.04,239.99,39,0.0,0.0,,,,0.0,0.0
22200468,1610612737,1626163,0,4.73,0,1,0.0,0,1,0.0,0,0,0.0,0,1.0,1,0,0,0,0,0,0,-10,104.04,239.99,39,0.2,1.0,0.0,0.0,0.0,0.0,0.0
