DATE,GAME_ID,TEAM,TEAM_LVL,PLAYER_ID,START_POSITION,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
2022-10-24,22200047,Boston,중위팀,1628401,G,25.633333333333333,2,8,0.25,1,5,0.2,0,0,0.0,0,1.0,1,4,0,0,1,4,5,5
2022-10-24,22200046,Orlando,하위팀,1631094,F,33.583333333333336,6,13,0.462,0,3,0.0,9,11,0.818,0,4.0,4,2,2,0,1,3,21,-2
2022-10-24,22200044,Indiana,중위팀,1630537,0,16.35,4,9,0.444,1,3,0.333,0,0,0.0,3,1.0,4,0,0,0,1,2,9,-7
2022-10-24,22200045,Miami,상위팀,1629216,0,25.866666666666667,1,3,0.333,0,1,0.0,1,2,0.5,0,1.0,1,4,1,1,2,1,3,-18
2022-10-24,22200044,Philadelphia,상위팀,1629001,0,17.0,3,6,0.5,2,4,0.5,3,3,1.0,0,5.0,5,1,1,0,0,1,11,11
2022-10-24,22200044,Philadelphia,상위팀,1626149,0,10.616666666666667,0,2,0.0,0,0,0.0,5,6,0.833,0,0.0,0,0,0,1,0,1,5,7
2022-10-24,22200044,Philadelphia,상위팀,201935,G,34.65,10,18,0.556,5,10,0.5,4,4,1.0,0,9.0,9,11,2,0,1,2,29,16
2022-10-24,22200044,Philadelphia,상위팀,1630178,G,37.78333333333333,3,11,0.273,2,5,0.4,0,0,0.0,1,1.0,2,3,1,0,2,0,8,4
2022-10-24,22200044,Philadelphia,상위팀,203954,C,28.283333333333335,8,13,0.615,1,3,0.333,9,9,1.0,1,4.0,5,2,1,3,3,5,26,8
2022-10-24,22200044,Philadelphia,상위팀,200782,F,20.45,1,1,1.0,1,1,1.0,0,0,0.0,1,2.0,3,1,0,0,0,2,3,-7
2022-10-24,22200044,Philadelphia,상위팀,202699,F,28.55,7,14,0.5,4,10,0.4,0,0,0.0,2,6.0,8,2,1,1,0,3,18,14
2022-10-24,22200044,Indiana,중위팀,1629614,0,21.883333333333333,2,6,0.333,1,5,0.2,0,0,0.0,0,3.0,3,4,0,0,0,0,5,-2
2022-10-24,22200044,Indiana,중위팀,1629052,0,6.75,0,2,0.0,0,2,0.0,0,0,0.0,1,2.0,3,0,0,0,1,0,0,-3
2022-10-24,22200044,Indiana,중위팀,204456,0,14.966666666666667,1,3,0.333,0,0,0.0,0,0,0.0,0,1.0,1,2,1,0,1,0,2,-10
2022-10-24,22200044,Indiana,중위팀,1631097,0,24.733333333333334,6,16,0.375,1,7,0.143,4,4,1.0,2,2.0,4,2,0,0,3,3,17,-18
2022-10-24,22200044,Indiana,중위팀,1629048,0,20.75,0,2,0.0,0,1,0.0,3,4,0.75,0,3.0,3,1,0,2,0,3,3,-8
2022-10-24,22200044,Indiana,중위팀,1630678,0,15.066666666666666,1,4,0.25,0,1,0.0,0,0,0.0,2,2.0,4,0,0,1,0,2,2,-11
2022-10-24,22200047,Chicago,중위팀,1631207,0,2.1,0,1,0.0,0,1,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1
2022-10-24,22200044,Indiana,중위팀,1630169,G,31.433333333333334,7,11,0.636,3,6,0.5,2,2,1.0,2,4.0,6,10,0,0,4,0,19,-8
2022-10-24,22200044,Indiana,중위팀,1627741,G,27.766666666666666,6,14,0.429,3,10,0.3,3,3,1.0,0,6.0,6,6,0,0,1,3,18,-4
2022-10-24,22200044,Indiana,중위팀,1630543,C,17.6,1,2,0.5,0,0,0.0,3,6,0.5,0,1.0,1,0,1,0,0,5,5,0
2022-10-24,22200044,Indiana,중위팀,1630188,F,25.366666666666667,6,12,0.5,2,5,0.4,3,4,0.75,4,6.0,10,1,1,1,1,2,17,-5
2022-10-24,22200044,Indiana,중위팀,1630174,F,17.333333333333332,4,9,0.444,1,4,0.25,0,0,0.0,0,2.0,2,1,0,0,1,3,9,6
2022-10-24,22200044,Philadelphia,상위팀,1627863,0,20.0,2,4,0.5,1,3,0.333,1,2,0.5,1,1.0,2,2,0,0,0,2,6,15
2022-10-24,22200044,Philadelphia,상위팀,1627777,0,21.483333333333334,4,7,0.571,3,6,0.5,2,2,1.0,0,1.0,1,2,1,0,0,2,13,13
2022-10-24,22200044,Philadelphia,상위팀,1629003,0,6.216666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,1.0,1,1,0,0,0,1,0,4
2022-10-24,22200044,Philadelphia,상위팀,1630194,0,8.966666666666667,0,2,0.0,0,0,0.0,0,0,0.0,0,1.0,1,0,1,1,1,1,0,-3
2022-10-24,22200045,Miami,상위팀,1629130,0,15.566666666666666,4,8,0.5,3,6,0.5,1,1,1.0,0,1.0,1,0,0,0,0,4,12,-6
2022-10-24,22200045,Miami,상위팀,203473,0,10.316666666666666,0,1,0.0,0,0,0.0,0,0,0.0,0,1.0,1,0,0,0,0,1,0,-13
2022-10-24,22200045,Miami,상위팀,200768,G,36.1,1,8,0.125,1,6,0.167,4,4,1.0,0,3.0,3,2,0,0,0,2,7,0
2022-10-24,22200045,Miami,상위팀,1629639,G,39.983333333333334,8,18,0.444,2,9,0.222,4,5,0.8,1,14.0,15,4,1,0,4,1,22,-12
2022-10-24,22200045,Miami,상위팀,1628389,C,37.68333333333333,4,14,0.286,0,0,0.0,6,6,1.0,4,6.0,10,3,1,2,3,1,14,5
2022-10-24,22200045,Miami,상위팀,202710,F,33.8,8,15,0.533,2,3,0.667,8,9,0.889,2,6.0,8,4,0,0,1,1,26,-2
2022-10-24,22200045,Miami,상위팀,1629622,F,30.2,3,14,0.214,0,8,0.0,0,0,0.0,1,5.0,6,2,0,0,0,3,6,10
2022-10-24,22200045,Toronto,중위팀,1630201,0,5.983333333333333,1,2,0.5,1,1,1.0,0,0,0.0,0,0.0,0,0,0,0,0,0,3,-4
2022-10-24,22200045,Toronto,중위팀,203920,0,6.566666666666666,1,2,0.5,0,0,0.0,0,0,0.0,1,1.0,2,0,0,0,0,1,2,4
2022-10-24,22200045,Miami,상위팀,1629312,0,10.483333333333333,0,2,0.0,0,1,0.0,0,0,0.0,0,1.0,1,0,2,0,2,1,0,-4
2022-10-24,22200045,Toronto,중위팀,1630625,0,7.683333333333334,0,2,0.0,0,1,0.0,0,0,0.0,1,2.0,3,1,0,0,0,1,0,-5
2022-10-24,22200045,Toronto,중위팀,1630173,0,33.71666666666667,5,12,0.417,0,1,0.0,0,1,0.0,4,18.0,22,2,0,1,0,2,10,10
2022-10-24,22200045,Toronto,중위팀,1627832,G,39.21666666666667,6,16,0.375,4,6,0.667,8,9,0.889,2,2.0,4,9,1,0,2,1,24,13
2022-10-24,22200045,Toronto,중위팀,1629018,G,42.21666666666667,7,19,0.368,4,12,0.333,0,0,0.0,1,0.0,1,2,1,0,1,1,18,5
2022-10-24,22200045,Toronto,중위팀,1631132,C,17.616666666666667,1,2,0.5,0,0,0.0,0,0,0.0,0,2.0,2,2,0,1,0,5,2,-10
2022-10-24,22200045,Toronto,중위팀,1627783,F,41.78333333333333,7,22,0.318,2,6,0.333,7,8,0.875,0,9.0,9,6,2,2,5,1,23,10
2022-10-24,22200045,Toronto,중위팀,1628384,F,33.516666666666666,2,4,0.5,1,3,0.333,1,2,0.5,0,7.0,7,0,2,1,3,5,6,16
2022-10-24,22200044,Philadelphia,상위팀,1630531,0,2.0,0,1,0.0,0,0,0.0,1,2,0.5,1,1.0,2,0,0,1,0,0,1,-4
2022-10-24,22200044,Philadelphia,상위팀,1629680,0,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,-4
2022-10-24,22200044,Philadelphia,상위팀,1627788,0,2.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,-4
2022-10-24,22200045,Toronto,중위팀,1628449,0,11.7,4,5,0.8,2,2,1.0,0,0,0.0,1,1.0,2,0,0,1,1,5,10,1
2022-10-24,22200047,Chicago,중위팀,1628396,0,2.1,0,0,0.0,0,0,0.0,0,0,0.0,0,1.0,1,0,0,0,0,0,0,1
2022-10-24,22200048,Houston,하위팀,1626246,0,3.533333333333333,0,0,0.0,0,0,0.0,1,2,0.5,1,2.0,3,0,0,0,1,0,1,-1
2022-10-24,22200048,Utah,상위팀,1628374,F,30.9,7,19,0.368,0,6,0.0,0,3,0.0,3,3.0,6,1,0,0,1,0,14,1
2022-10-24,22200047,Chicago,중위팀,1630792,0,0.2833333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,1.0,1,0,0,0,0,0,0,0
2022-10-24,22200051,Denver,상위팀,1629008,F,25.516666666666666,7,14,0.5,4,8,0.5,0,0,0.0,1,3.0,4,2,0,0,1,5,18,-3
2022-10-24,22200050,Minnesota,중위팀,1630233,0,1.1166666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,2
2022-10-24,22200050,Minnesota,중위팀,1627854,0,13.466666666666667,2,4,0.5,0,0,0.0,2,2,1.0,0,1.0,1,2,1,0,0,0,6,2
2022-10-24,22200050,Minnesota,중위팀,1629675,0,12.716666666666667,3,7,0.429,0,1,0.0,0,0,0.0,1,2.0,3,0,0,1,0,0,6,-1
2022-10-24,22200050,Minnesota,중위팀,1629669,0,25.766666666666666,6,16,0.375,1,7,0.143,0,0,0.0,3,6.0,9,2,1,0,0,2,13,8
2022-10-24,22200050,Minnesota,중위팀,1627752,0,8.783333333333333,1,1,1.0,1,1,1.0,0,0,0.0,0,0.0,0,0,0,0,1,1,3,-11
2022-10-24,22200050,Minnesota,중위팀,1629162,0,16.616666666666667,1,2,0.5,0,1,0.0,0,0,0.0,0,1.0,1,4,3,0,2,2,2,3
2022-10-24,22200050,Minnesota,중위팀,1626156,G,31.383333333333333,8,16,0.5,3,6,0.5,6,6,1.0,2,3.0,5,7,2,1,3,2,25,-12
2022-10-24,22200050,Minnesota,중위팀,1630162,G,35.36666666666667,3,15,0.2,1,8,0.125,2,3,0.667,0,10.0,10,2,0,0,3,1,9,-14
2022-10-24,22200050,Minnesota,중위팀,203497,C,31.483333333333334,4,4,1.0,0,0,0.0,3,4,0.75,1,6.0,7,1,0,3,2,2,11,-9
2022-10-24,22200050,Minnesota,중위팀,1626157,F,39.31666666666667,9,17,0.529,2,6,0.333,7,7,1.0,1,10.0,11,5,0,0,4,5,27,-4
2022-10-24,22200050,Minnesota,중위팀,1630183,F,23.983333333333334,1,4,0.25,0,1,0.0,2,2,1.0,2,1.0,3,1,0,0,1,3,4,-9
2022-10-24,22200050,San Antonio,중위팀,1629641,0,0.45,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,-2
2022-10-24,22200050,San Antonio,중위팀,1628966,0,0.45,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,-2
2022-10-24,22200050,San Antonio,중위팀,203926,0,17.116666666666667,1,5,0.2,0,3,0.0,0,0,0.0,0,1.0,1,1,0,0,1,1,2,-12
2022-10-24,22200050,San Antonio,중위팀,1628380,0,17.05,5,9,0.556,0,2,0.0,1,1,1.0,1,3.0,4,5,0,0,1,4,11,11
2022-10-24,22200050,San Antonio,중위팀,1626196,0,16.9,4,7,0.571,1,2,0.5,0,0,0.0,0,3.0,3,1,1,0,0,1,9,3
2022-10-24,22200050,San Antonio,중위팀,1629676,0,12.8,2,6,0.333,2,4,0.5,0,2,0.0,1,1.0,2,4,2,0,1,2,6,7
2022-10-24,22200051,Denver,상위팀,203999,C,26.966666666666665,3,4,0.75,0,0,0.0,3,3,1.0,1,8.0,9,9,0,0,1,5,9,-10
2022-10-24,22200050,San Antonio,중위팀,1630563,0,24.6,3,5,0.6,2,4,0.5,2,3,0.667,2,1.0,3,2,0,0,4,2,10,-4
2022-10-24,22200051,Denver,상위팀,203484,G,30.416666666666668,2,6,0.333,1,3,0.333,1,1,1.0,1,1.0,2,5,1,0,1,2,6,-15
2022-10-24,22200051,Denver,상위팀,1628971,0,24.416666666666668,3,6,0.5,0,1,0.0,0,0,0.0,2,3.0,5,4,1,1,1,1,6,-16
2022-10-24,22200051,Portland,중위팀,1630535,0,4.116666666666666,2,2,1.0,0,0,0.0,0,1,0.0,0,0.0,0,0,0,0,0,0,4,3
2022-10-24,22200051,Portland,중위팀,1631133,0,4.116666666666666,1,1,1.0,0,0,0.0,0,0,0.0,0,2.0,2,1,0,0,0,0,2,3
2022-10-24,22200051,Portland,중위팀,1630553,0,9.65,1,2,0.5,1,2,0.5,0,0,0.0,0,2.0,2,1,0,2,3,1,3,4
2022-10-24,22200051,Portland,중위팀,1629234,0,12.05,1,1,1.0,0,0,0.0,2,2,1.0,1,1.0,2,0,1,1,0,3,4,-2
2022-10-24,22200051,Portland,중위팀,1629642,0,18.233333333333334,4,6,0.667,2,3,0.667,1,3,0.333,0,4.0,4,0,0,0,0,0,11,7
2022-10-24,22200051,Portland,중위팀,1631101,0,16.116666666666667,4,6,0.667,1,2,0.5,2,2,1.0,1,0.0,1,0,0,0,1,2,11,7
2022-10-24,22200051,Portland,중위팀,203081,G,34.68333333333333,10,16,0.625,4,7,0.571,7,8,0.875,1,5.0,6,8,1,0,1,2,31,24
2022-10-24,22200051,Portland,중위팀,1629014,G,35.583333333333336,11,17,0.647,7,12,0.583,0,0,0.0,0,3.0,3,5,1,1,1,0,29,14
2022-10-24,22200051,Portland,중위팀,203994,C,35.45,4,12,0.333,0,1,0.0,5,7,0.714,2,10.0,12,6,0,1,0,5,13,26
2022-10-24,22200051,Portland,중위팀,203924,F,35.5,7,13,0.538,1,6,0.167,6,7,0.857,0,2.0,2,1,0,1,1,1,21,19
2022-10-24,22200051,Portland,중위팀,1628404,F,34.5,3,7,0.429,0,2,0.0,0,1,0.0,4,7.0,11,1,0,0,1,1,6,20
2022-10-24,22200051,Denver,상위팀,1631212,0,2.6666666666666665,2,3,0.667,0,0,0.0,0,0,0.0,1,1.0,2,0,0,0,0,0,4,1
2022-10-24,22200051,Denver,상위팀,202397,0,3.5666666666666664,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,0,0,1,0,0,-3
2022-10-24,22200051,Denver,상위팀,1630192,0,4.116666666666666,2,3,0.667,0,1,0.0,0,0,0.0,0,0.0,0,0,1,0,0,3,4,-3
2022-10-24,22200051,Denver,상위팀,1628432,0,7.566666666666666,1,4,0.25,1,3,0.333,0,0,0.0,0,0.0,0,0,0,0,1,1,3,-3
2022-10-24,22200051,Denver,상위팀,1630538,0,18.15,5,10,0.5,4,7,0.571,1,2,0.5,0,1.0,1,3,0,0,1,1,15,-18
2022-10-24,22200051,Denver,상위팀,201599,0,10.0,2,3,0.667,0,0,0.0,0,2,0.0,0,2.0,2,1,0,0,0,1,4,-3
2022-10-24,22200051,Denver,상위팀,201145,0,19.733333333333334,3,8,0.375,0,1,0.0,1,2,0.5,1,1.0,2,1,1,0,0,2,7,-15
2022-10-24,22200051,Denver,상위팀,1631128,0,12.65,0,2,0.0,0,1,0.0,0,0,0.0,1,2.0,3,0,0,0,0,1,0,-6
2022-10-24,22200051,Denver,상위팀,1627750,G,26.616666666666667,3,12,0.25,2,4,0.5,0,2,0.0,0,2.0,2,1,0,0,0,2,8,-15
2022-10-24,22200050,San Antonio,중위팀,1630200,G,29.733333333333334,3,10,0.3,1,4,0.25,1,1,1.0,0,7.0,7,8,3,0,1,3,8,10
2022-10-24,22200051,Denver,상위팀,203932,F,27.616666666666667,12,16,0.75,0,2,0.0,2,2,1.0,2,4.0,6,1,0,0,1,4,26,-16
2022-10-24,22200050,San Antonio,중위팀,1627751,C,30.5,7,12,0.583,0,0,0.0,0,0,0.0,8,6.0,14,4,1,0,2,1,14,0
2022-10-24,22200048,Houston,하위팀,1629726,0,11.533333333333333,1,5,0.2,1,5,0.2,0,0,0.0,0,2.0,2,0,0,1,0,2,3,10
2022-10-24,22200048,Houston,하위팀,1630227,0,21.583333333333332,2,3,0.667,0,0,0.0,3,4,0.75,1,0.0,1,2,0,1,0,1,7,5
2022-10-24,22200048,Houston,하위팀,1631106,0,18.75,4,12,0.333,0,2,0.0,3,4,0.75,5,4.0,9,0,3,0,1,3,11,7
2022-10-24,22200048,Houston,하위팀,1629645,G,34.71666666666667,8,19,0.421,1,4,0.25,9,9,1.0,1,9.0,10,4,2,1,4,1,26,3
2022-10-24,22200048,Houston,하위팀,1630224,G,35.75,9,16,0.563,4,8,0.5,3,3,1.0,2,1.0,3,3,0,0,3,1,25,-1
2022-10-24,22200048,Houston,하위팀,1631095,C,33.85,6,10,0.6,3,5,0.6,6,6,1.0,3,6.0,9,2,0,3,1,5,21,2
2022-10-24,22200048,Houston,하위팀,1630231,F,34.266666666666666,1,9,0.111,1,6,0.167,0,0,0.0,1,3.0,4,3,1,1,1,4,3,-4
2022-10-24,22200048,Houston,하위팀,201569,F,31.016666666666666,5,11,0.455,1,4,0.25,2,2,1.0,0,2.0,2,2,1,0,2,0,13,8
2022-10-24,22200048,Utah,상위팀,1629638,0,5.216666666666667,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,0,0,0,1,0,-2
2022-10-24,22200048,Utah,상위팀,1631323,0,15.733333333333333,5,9,0.556,3,5,0.6,0,0,0.0,2,1.0,3,0,0,0,2,4,13,-4
2022-10-24,22200048,Utah,상위팀,1629659,0,17.1,3,7,0.429,1,3,0.333,2,2,1.0,1,4.0,5,3,1,2,2,3,9,-7
2022-10-24,22200048,Utah,상위팀,200752,0,13.05,0,5,0.0,0,0,0.0,0,0,0.0,2,1.0,3,0,0,2,0,2,0,-7
2022-10-24,22200048,Utah,상위팀,1627736,0,19.816666666666666,5,9,0.556,2,4,0.5,0,0,0.0,0,0.0,0,0,2,1,0,1,12,-7
2022-10-24,22200048,Utah,상위팀,1629012,0,15.483333333333333,4,7,0.571,1,2,0.5,1,1,1.0,1,4.0,5,1,0,0,1,3,10,-5
2022-10-24,22200048,Utah,상위팀,1631117,0,8.466666666666667,0,1,0.0,0,0,0.0,0,0,0.0,0,1.0,1,0,1,1,2,4,0,0
2022-10-24,22200048,Utah,상위팀,201144,G,27.3,3,6,0.5,0,3,0.0,1,3,0.333,0,2.0,2,7,3,2,2,0,7,1
2022-10-24,22200048,Utah,상위팀,203903,G,28.183333333333334,7,14,0.5,2,6,0.333,1,1,1.0,2,2.0,4,4,0,1,3,3,17,1
2022-10-24,22200048,Utah,상위팀,1629020,C,32.016666666666666,6,10,0.6,0,1,0.0,1,2,0.5,4,7.0,11,2,1,1,2,4,13,-9
2022-10-24,22200050,San Antonio,중위팀,1630170,G,33.233333333333334,8,22,0.364,5,10,0.5,2,2,1.0,0,9.0,9,7,1,0,1,2,23,16
2022-10-24,22200048,Houston,하위팀,1630586,0,10.616666666666667,1,3,0.333,0,0,0.0,0,2,0.0,3,1.0,4,1,0,0,2,2,2,5
2022-10-24,22200048,Houston,하위팀,1630528,0,4.383333333333334,1,2,0.5,0,1,0.0,0,0,0.0,0,0.0,0,0,0,0,0,1,2,-4
2022-10-24,22200048,Utah,상위팀,203482,F,26.733333333333334,4,5,0.8,2,2,1.0,3,4,0.75,3,6.0,9,4,0,0,5,2,13,8
2022-10-24,22200049,Brooklyn,중위팀,1626220,F,35.71666666666667,3,12,0.25,2,7,0.286,0,0,0.0,1,2.0,3,4,1,2,0,3,8,-9
2022-10-24,22200049,Brooklyn,중위팀,201142,F,39.016666666666666,14,20,0.7,1,3,0.333,8,9,0.889,1,4.0,5,4,0,0,1,4,37,-10
2022-10-24,22200050,San Antonio,중위팀,1629640,F,33.78333333333333,8,20,0.4,1,6,0.167,1,4,0.25,0,3.0,3,4,2,0,1,0,18,5
2022-10-24,22200049,Memphis,중위팀,1631222,0,11.05,0,2,0.0,0,0,0.0,0,0,0.0,1,1.0,2,0,0,0,0,2,0,-4
2022-10-24,22200049,Memphis,중위팀,1629634,0,16.733333333333334,4,5,0.8,0,0,0.0,5,6,0.833,0,2.0,2,2,0,0,1,4,13,-10
2022-10-24,22200049,Memphis,중위팀,1631223,0,7.666666666666667,0,5,0.0,0,4,0.0,0,0,0.0,0,1.0,1,1,0,0,0,1,0,-2
2022-10-24,22200049,Memphis,중위팀,1626145,0,24.283333333333335,4,10,0.4,0,1,0.0,0,0,0.0,2,1.0,3,1,0,0,2,2,8,-12
2022-10-24,22200049,Memphis,중위팀,1629723,0,26.2,2,3,0.667,2,3,0.667,1,2,0.5,1,3.0,4,0,2,0,0,1,7,-4
2022-10-24,22200049,Memphis,중위팀,1629630,G,34.166666666666664,12,22,0.545,4,6,0.667,10,11,0.909,2,6.0,8,7,2,0,2,1,38,20
2022-10-24,22200049,Memphis,중위팀,1630217,G,32.06666666666667,14,21,0.667,8,11,0.727,2,3,0.667,0,1.0,1,7,1,1,1,5,38,18
2022-10-24,22200049,Memphis,중위팀,203500,C,31.266666666666666,3,5,0.6,0,0,0.0,3,6,0.5,4,9.0,13,2,1,1,0,2,9,20
2022-10-24,22200050,San Antonio,중위팀,1631110,F,23.383333333333333,7,9,0.778,0,2,0.0,0,0,0.0,2,2.0,4,1,1,0,1,5,14,13
2022-10-24,22200049,Memphis,중위팀,1628415,F,24.166666666666668,2,13,0.154,0,5,0.0,0,0,0.0,0,0.0,0,1,0,0,2,3,4,7
2022-10-24,22200049,Brooklyn,중위팀,1628410,0,2.95,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,0,0,1,0,0,-1
2022-10-24,22200049,Brooklyn,중위팀,1629139,0,6.1,0,1,0.0,0,1,0.0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0
2022-10-24,22200049,Brooklyn,중위팀,203925,0,22.533333333333335,3,9,0.333,2,7,0.286,0,0,0.0,2,3.0,5,2,0,1,0,4,8,12
2022-10-24,22200049,Brooklyn,중위팀,1630549,0,14.516666666666667,2,2,1.0,0,0,0.0,1,2,0.5,0,3.0,3,1,0,0,1,5,5,-8
2022-10-24,22200049,Brooklyn,중위팀,201988,0,19.233333333333334,2,4,0.5,2,4,0.5,0,0,0.0,1,0.0,1,2,0,0,0,0,6,-7
2022-10-24,22200049,Brooklyn,중위팀,1627732,G,28.116666666666667,2,5,0.4,0,1,0.0,3,5,0.6,0,3.0,3,8,1,0,5,6,7,-16
2022-10-24,22200049,Brooklyn,중위팀,202681,G,38.71666666666667,14,24,0.583,2,6,0.333,7,8,0.875,2,6.0,8,5,2,2,3,3,37,-9
2022-10-24,22200049,Brooklyn,중위팀,1629651,C,33.1,7,10,0.7,0,0,0.0,2,2,1.0,2,5.0,7,0,0,2,0,4,16,-2
2022-10-24,22200049,Memphis,중위팀,1630583,F,32.4,6,8,0.75,2,4,0.5,3,3,1.0,2,2.0,4,0,1,1,0,1,17,17
2022-10-25,22200053,Dallas,중위팀,1626174,0,29.466666666666665,8,10,0.8,3,3,1.0,4,6,0.667,2,4.0,6,0,1,0,3,1,23,8
2022-10-25,22200053,Dallas,중위팀,1629029,G,36.333333333333336,16,30,0.533,2,13,0.154,3,5,0.6,3,8.0,11,7,2,1,3,3,37,6
2022-10-25,22200052,Washington,중위팀,1630692,0,2.3,1,1,1.0,0,0,0.0,0,0,0.0,1,2.0,3,0,0,0,1,0,2,0
2022-10-25,22200053,Dallas,중위팀,201580,C,12.266666666666667,3,5,0.6,0,0,0.0,2,4,0.5,1,1.0,2,0,1,1,0,1,8,0
2022-10-25,22200053,Dallas,중위팀,1627827,F,34.71666666666667,2,5,0.4,0,2,0.0,0,0,0.0,2,2.0,4,2,0,1,1,2,4,-4
2022-10-25,22200053,Dallas,중위팀,203493,F,35.05,1,8,0.125,1,6,0.167,0,0,0.0,1,4.0,5,2,2,0,0,4,3,-2
2022-10-25,22200053,Dallas,중위팀,203915,G,37.983333333333334,8,15,0.533,4,8,0.5,4,5,0.8,0,2.0,2,5,0,0,2,2,24,-15
2022-10-25,22200053,Dallas,중위팀,1628467,0,27.616666666666667,1,3,0.333,1,3,0.333,4,4,1.0,2,3.0,5,0,0,2,2,2,7,-7
2022-10-25,22200053,New Orleans,중위팀,202685,C,22.3,5,9,0.556,0,2,0.0,3,3,1.0,0,7.0,7,2,0,1,1,3,13,2
2022-10-25,22200053,Dallas,중위팀,1630267,0,12.95,1,4,0.25,1,3,0.333,0,0,0.0,0,0.0,0,2,2,0,0,0,3,0
2022-10-25,22200053,New Orleans,중위팀,1630230,F,33.38333333333333,6,9,0.667,0,2,0.0,3,4,0.75,2,1.0,3,1,0,0,3,3,15,14
2022-10-25,22200053,New Orleans,중위팀,1630530,F,36.483333333333334,8,8,1.0,4,4,1.0,2,2,1.0,1,4.0,5,1,1,0,2,3,22,1
2022-10-25,22200053,New Orleans,중위팀,203468,G,35.516666666666666,6,20,0.3,1,5,0.2,1,1,1.0,0,0.0,0,11,1,1,3,1,14,10
2022-10-25,22200053,New Orleans,중위팀,1630631,G,25.983333333333334,6,8,0.75,1,3,0.333,0,0,0.0,0,3.0,3,3,2,0,2,1,13,12
2022-10-25,22200053,New Orleans,중위팀,1626204,0,23.783333333333335,5,6,0.833,1,1,1.0,0,0,0.0,0,2.0,2,1,0,0,1,4,11,-2
2022-10-25,22200053,New Orleans,중위팀,1628984,0,27.016666666666666,4,10,0.4,4,8,0.5,2,4,0.5,0,1.0,1,3,0,0,0,2,14,-1
2022-10-25,22200053,New Orleans,중위팀,1630700,0,22.116666666666667,4,5,0.8,1,1,1.0,2,2,1.0,1,2.0,3,2,3,1,1,3,11,-18
2022-10-25,22200052,Washington,중위팀,1630225,0,2.5666666666666664,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,2
2022-10-25,22200053,Dallas,중위팀,1630182,0,13.616666666666667,1,2,0.5,0,1,0.0,0,0,0.0,0,2.0,2,0,0,0,0,1,2,4
2022-10-25,22200052,Washington,중위팀,201959,0,2.9,0,1,0.0,0,1,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1
2022-10-25,22200052,Washington,중위팀,1630166,F,26.833333333333332,3,6,0.5,1,3,0.333,2,2,1.0,0,7.0,7,2,1,2,0,3,9,12
2022-10-25,22200052,Washington,중위팀,1630264,0,6.516666666666667,0,1,0.0,0,1,0.0,2,2,1.0,0,0.0,0,0,0,0,0,0,2,7
2022-10-25,22200052,Detroit,하위팀,202711,F,29.3,8,13,0.615,4,7,0.571,5,5,1.0,1,2.0,3,1,0,0,2,2,25,-11
2022-10-25,22200052,Detroit,하위팀,1630180,F,27.05,2,5,0.4,1,3,0.333,1,1,1.0,2,0.0,2,1,0,1,1,2,6,-24
2022-10-25,22200052,Detroit,하위팀,1630191,C,27.25,5,11,0.455,1,4,0.25,2,2,1.0,1,9.0,10,1,0,0,0,2,13,-13
2022-10-25,22200052,Detroit,하위팀,1630595,G,32.016666666666666,7,19,0.368,0,2,0.0,5,6,0.833,0,3.0,3,3,1,0,3,3,19,-18
2022-10-25,22200052,Detroit,하위팀,1631093,G,28.833333333333332,4,10,0.4,1,3,0.333,2,4,0.5,0,2.0,2,4,2,0,0,5,11,-18
2022-10-25,22200052,Detroit,하위팀,1630165,0,16.95,0,6,0.0,0,1,0.0,0,0,0.0,0,2.0,2,0,0,0,4,1,0,-3
2022-10-25,22200052,Detroit,하위팀,1631105,0,23.05,3,6,0.5,0,0,0.0,0,1,0.0,4,4.0,8,0,0,0,0,2,6,-9
2022-10-25,22200052,Detroit,하위팀,1630587,0,20.466666666666665,1,6,0.167,0,5,0.0,3,3,1.0,1,2.0,3,1,0,0,1,3,5,-4
2022-10-25,22200052,Detroit,하위팀,202709,0,14.333333333333334,2,5,0.4,1,2,0.5,0,0,0.0,0,1.0,1,1,2,0,2,0,5,0
2022-10-25,22200052,Detroit,하위팀,1628977,0,17.433333333333334,3,5,0.6,0,0,0.0,1,3,0.333,2,5.0,7,0,0,0,0,3,7,0
